Product_ID,Drug_Category,Region,Forecast_30d_Total_Demand,Forecast_Avg_Daily_Demand,Forecast_Std_Daily_Demand,Category_CV,Current_Inventory_Level,Demand_Std_Daily,Safety_Stock,Reorder_Point,Recommended_Stock_Level_30d,Suggested_Order_Qty,Stock_Status,Lead_Time_Days,Service_Level
DRG00066,Diabetes,East,91867.04,3062.23,53.61,0.6,4259,1847.18,8063.86,29499.5,99930.9,95671.9,REORDER NOW,7,95%
DRG00876,Antibiotic,South,91909.88,3063.66,54.64,0.58,4059,1782.88,7783.14,29228.78,99693.02,95634.02,REORDER NOW,7,95%
DRG00439,Painkiller,West,92519.0,3083.97,52.96,0.56,4497,1712.78,7477.13,29064.9,99996.13,95499.13,REORDER NOW,7,95%
DRG00941,Antibiotic,East,89133.03,2971.1,53.29,0.58,1214,1729.01,7547.99,28345.7,96681.02,95467.02,REORDER NOW,7,95%
DRG00539,Cardiac,East,94751.73,3158.39,51.58,0.53,6871,1687.7,7367.65,29476.39,102119.38,95248.38,REORDER NOW,7,95%
DRG00433,Diabetes,North,92250.31,3075.01,53.07,0.6,5210,1854.89,8097.5,29622.57,100347.81,95137.81,REORDER NOW,7,95%
DRG00341,Cardiac,North,96132.45,3204.42,51.63,0.53,8569,1712.3,7475.01,29905.92,103607.46,95038.46,REORDER NOW,7,95%
DRG00649,Painkiller,East,94791.9,3159.73,52.39,0.56,7490,1754.86,7660.82,29778.93,102452.72,94962.72,REORDER NOW,7,95%
DRG00157,Diabetes,East,93529.11,3117.64,54.58,0.6,6807,1880.6,8209.75,30033.21,101738.86,94931.86,REORDER NOW,7,95%
DRG00742,Diabetes,East,88512.68,2950.42,51.65,0.6,1385,1779.74,7769.42,28422.38,96282.1,94897.1,REORDER NOW,7,95%
DRG00189,Cardiac,South,94959.88,3165.33,51.43,0.53,7577,1691.41,7383.84,29541.14,102343.72,94766.72,REORDER NOW,7,95%
DRG00327,Cardiac,East,95174.6,3172.49,51.81,0.53,7923,1695.24,7400.53,29607.94,102575.13,94652.13,REORDER NOW,7,95%
DRG00290,Diabetes,East,92290.11,3076.34,53.86,0.6,5779,1855.69,8100.99,29635.35,100391.1,94612.1,REORDER NOW,7,95%
DRG00699,Antibiotic,East,92215.96,3073.87,55.13,0.58,5669,1788.82,7809.06,29326.12,100025.02,94356.02,REORDER NOW,7,95%
DRG00497,Vaccine,North,89846.36,2994.88,52.75,0.54,2616,1622.27,7082.01,28046.16,96928.37,94312.37,REORDER NOW,7,95%
DRG00324,Painkiller,North,90524.17,3017.47,49.36,0.56,3704,1675.85,7315.92,28438.22,97840.09,94136.09,REORDER NOW,7,95%
DRG00749,Antibiotic,East,87712.46,2923.75,52.44,0.58,1053,1701.46,7427.69,27893.94,95140.16,94087.16,REORDER NOW,7,95%
DRG00893,Antibiotic,South,89038.64,2967.95,52.94,0.58,2506,1727.18,7540.0,28315.68,96578.64,94072.64,REORDER NOW,7,95%
DRG00651,Antibiotic,East,90281.57,3009.39,53.97,0.58,4268,1751.29,7645.25,28710.95,97926.82,93658.82,REORDER NOW,7,95%
DRG00286,Antibiotic,West,94207.94,3140.26,58.51,0.58,8648,1827.46,7977.75,29959.6,102185.68,93537.68,REORDER NOW,7,95%
DRG00884,Cardiac,North,92598.84,3086.63,49.74,0.53,6428,1649.36,7200.25,28806.64,99799.08,93371.08,REORDER NOW,7,95%
DRG00603,Painkiller,West,86838.54,2894.62,49.71,0.56,693,1607.62,7018.06,27280.38,93856.59,93163.59,REORDER NOW,7,95%
DRG00110,Vaccine,North,90239.23,3007.97,52.98,0.54,4297,1629.37,7112.98,28168.8,97352.21,93055.21,REORDER NOW,7,95%
DRG00845,Cardiac,South,92392.58,3079.75,50.04,0.53,6585,1645.68,7184.21,28742.48,99576.79,92991.79,REORDER NOW,7,95%
DRG00301,Diabetes,South,90624.44,3020.81,52.6,0.6,5707,1822.2,7954.78,29100.49,98579.23,92872.23,REORDER NOW,7,95%
DRG00910,Painkiller,East,91197.18,3039.91,50.41,0.56,5757,1688.31,7370.31,28649.65,98567.49,92810.49,REORDER NOW,7,95%
DRG00013,Diabetes,South,87753.71,2925.12,50.93,0.6,2703,1764.48,7702.8,28178.66,95456.51,92753.51,REORDER NOW,7,95%
DRG00773,Vaccine,West,94689.01,3156.3,58.59,0.54,9657,1709.71,7463.73,29557.83,102152.74,92495.74,REORDER NOW,7,95%
DRG00706,Antibiotic,South,91033.4,3034.45,54.12,0.58,6527,1765.88,7708.92,28950.04,98742.32,92215.32,REORDER NOW,7,95%
DRG00188,Vaccine,East,93392.3,3113.08,55.64,0.54,8704,1686.3,7361.52,29153.05,100753.81,92049.81,REORDER NOW,7,95%
DRG00011,Vaccine,South,89066.57,2968.89,52.77,0.54,4355,1608.19,7020.55,27802.75,96087.12,91732.12,REORDER NOW,7,95%
DRG00180,Painkiller,North,87231.83,2907.73,47.57,0.56,2696,1614.9,7049.84,27403.93,94281.67,91585.67,REORDER NOW,7,95%
DRG00379,Vaccine,North,88365.54,2945.52,51.88,0.54,3760,1595.53,6965.29,27583.91,95330.83,91570.83,REORDER NOW,7,95%
DRG00756,Painkiller,East,93341.93,3111.4,51.59,0.56,9644,1728.02,7543.64,29323.42,100885.57,91241.57,REORDER NOW,7,95%
DRG00205,Painkiller,East,86817.05,2893.9,47.99,0.56,2907,1607.22,7016.32,27273.63,93833.37,90926.37,REORDER NOW,7,95%
DRG00357,Cardiac,North,91390.76,3046.36,49.09,0.53,7677,1627.84,7106.31,28430.82,98497.07,90820.07,REORDER NOW,7,95%
DRG00150,Vaccine,North,87489.14,2916.3,51.37,0.54,3715,1579.71,6896.21,27310.34,94385.35,90670.35,REORDER NOW,7,95%
DRG00059,Diabetes,East,84735.26,2824.51,49.45,0.6,1705,1703.78,7437.85,27209.41,92173.1,90468.1,REORDER NOW,7,95%
DRG00948,Cardiac,South,85929.03,2864.3,46.54,0.53,2328,1530.55,6681.62,26731.73,92610.65,90282.65,REORDER NOW,7,95%
DRG00038,Vaccine,West,84561.04,2818.7,52.32,0.54,1086,1526.84,6665.4,26396.31,91226.44,90140.44,REORDER NOW,7,95%
DRG00533,Painkiller,East,87662.87,2922.1,48.45,0.56,4693,1622.88,7084.68,27539.35,94747.55,90054.55,REORDER NOW,7,95%
DRG00791,Vaccine,South,92149.29,3071.64,54.6,0.54,9596,1663.85,7263.54,28765.04,99412.83,89816.83,REORDER NOW,7,95%
DRG00940,Vaccine,West,90970.38,3032.35,56.29,0.54,8448,1642.57,7170.61,28397.03,98141.0,89693.0,REORDER NOW,7,95%
DRG00903,Vaccine,East,85594.49,2853.15,50.99,0.54,2677,1545.5,6746.86,26718.91,92341.36,89664.36,REORDER NOW,7,95%
DRG00496,Diabetes,East,83828.67,2794.29,48.92,0.6,1539,1685.55,7358.27,26918.29,91186.94,89647.94,REORDER NOW,7,95%
DRG00421,Vaccine,West,89398.28,2979.94,55.32,0.54,6882,1614.18,7046.69,27906.29,96444.97,89562.97,REORDER NOW,7,95%
DRG00900,Painkiller,South,86240.03,2874.67,47.42,0.56,3740,1596.54,6969.69,27092.36,93209.72,89469.72,REORDER NOW,7,95%
DRG00798,Cardiac,West,88429.98,2947.67,49.83,0.53,5858,1575.1,6876.09,27509.75,95306.07,89448.07,REORDER NOW,7,95%
DRG00905,Vaccine,North,90420.55,3014.02,53.09,0.54,8206,1632.64,7127.27,28225.4,97547.83,89341.83,REORDER NOW,7,95%
DRG00850,Antibiotic,East,87228.86,2907.63,52.15,0.58,5298,1692.08,7386.74,27740.14,94615.61,89317.61,REORDER NOW,7,95%
DRG00737,Cardiac,South,86321.67,2877.39,46.75,0.53,3731,1537.55,6712.15,26853.87,93033.83,89302.83,REORDER NOW,7,95%
DRG00206,Painkiller,East,89082.63,2969.42,49.24,0.56,7183,1649.17,7199.42,27985.37,96282.05,89099.05,REORDER NOW,7,95%
DRG00107,Antibiotic,North,83562.55,2785.42,49.23,0.58,1919,1620.96,7076.27,26574.2,90638.82,88719.82,REORDER NOW,7,95%
DRG00400,Vaccine,East,88284.43,2942.81,52.6,0.54,6577,1594.07,6958.9,27558.6,95243.33,88666.33,REORDER NOW,7,95%
DRG00238,Painkiller,East,85971.24,2865.71,47.52,0.56,4321,1591.57,6947.96,27007.92,92919.2,88598.2,REORDER NOW,7,95%
DRG00550,Vaccine,East,86682.56,2889.42,51.64,0.54,5153,1565.15,6832.63,27058.56,93515.19,88362.19,REORDER NOW,7,95%
DRG00308,Antibiotic,East,83239.19,2774.64,49.76,0.58,1991,1614.68,7048.89,26471.36,90288.07,88297.07,REORDER NOW,7,95%
DRG00187,Vaccine,South,86830.08,2894.34,51.44,0.54,5504,1567.81,6844.26,27104.61,93674.34,88170.34,REORDER NOW,7,95%
DRG00500,Vaccine,West,88702.93,2956.76,54.89,0.54,8046,1601.63,6991.88,27689.23,95694.81,87648.81,REORDER NOW,7,95%
DRG00431,Diabetes,North,85723.59,2857.45,49.32,0.6,5685,1723.66,7524.6,27526.77,93248.19,87563.19,REORDER NOW,7,95%
DRG00535,Cardiac,East,81824.18,2727.47,44.54,0.53,1163,1457.44,6362.44,25454.75,88186.61,87023.61,REORDER NOW,7,95%
DRG00602,Painkiller,North,82580.27,2752.68,45.03,0.56,2553,1528.79,6673.91,25942.64,89254.19,86701.19,REORDER NOW,7,95%
DRG00087,Vaccine,West,86586.63,2886.22,53.58,0.54,7036,1563.41,6825.07,27028.62,93411.7,86375.7,REORDER NOW,7,95%
DRG00267,Diabetes,East,83224.29,2774.14,48.57,0.6,4218,1673.4,7305.22,26724.22,90529.5,86311.5,REORDER NOW,7,95%
DRG00728,Vaccine,South,83142.9,2771.43,49.26,0.54,3551,1501.23,6553.62,25953.63,89696.52,86145.52,REORDER NOW,7,95%
DRG00541,Cardiac,North,86045.04,2868.17,46.22,0.53,6792,1532.62,6690.64,26767.82,92735.68,85943.68,REORDER NOW,7,95%
DRG00485,Painkiller,South,83491.23,2783.04,45.91,0.56,4458,1545.65,6747.53,26228.82,90238.76,85780.76,REORDER NOW,7,95%
DRG00394,Painkiller,East,80231.77,2674.39,44.35,0.56,998,1485.31,6484.11,25204.86,86715.88,85717.88,REORDER NOW,7,95%
DRG00734,Vaccine,South,81903.77,2730.13,48.53,0.54,2877,1478.86,6455.95,25566.83,88359.72,85482.72,REORDER NOW,7,95%
DRG00886,Cardiac,South,85838.42,2861.28,46.49,0.53,7316,1528.94,6674.57,26703.54,92512.99,85196.99,REORDER NOW,7,95%
DRG00440,Diabetes,North,83457.37,2781.91,48.01,0.6,6409,1678.09,7325.68,26799.06,90783.05,84374.05,REORDER NOW,7,95%
DRG00377,Antibiotic,North,85406.07,2846.87,50.32,0.58,8638,1656.72,7232.38,27160.47,92638.45,84000.45,REORDER NOW,7,95%
DRG00702,Diabetes,West,80254.75,2675.16,48.6,0.6,4113,1613.69,7044.56,25770.67,87299.31,83186.31,REORDER NOW,7,95%
DRG00489,Antibiotic,South,82026.77,2734.23,48.77,0.58,5831,1591.17,6946.22,26085.8,88972.99,83141.99,REORDER NOW,7,95%
DRG00088,Diabetes,South,77691.04,2589.7,45.09,0.6,1666,1562.14,6819.52,24947.43,84510.57,82844.57,REORDER NOW,7,95%
DRG00108,Painkiller,North,76992.36,2566.41,41.98,0.56,559,1425.34,6222.31,24187.2,83214.68,82655.68,REORDER NOW,7,95%
DRG00837,Painkiller,West,76927.95,2564.26,44.04,0.56,585,1424.15,6217.11,24166.96,83145.05,82560.05,REORDER NOW,7,95%
DRG00680,Antibiotic,East,80126.03,2670.87,47.9,0.58,4925,1554.29,6785.26,25481.33,86911.29,81986.29,REORDER NOW,7,95%
DRG00398,Cardiac,South,81911.96,2730.4,44.36,0.53,6356,1459.0,6369.26,25482.05,88281.22,81925.22,REORDER NOW,7,95%
DRG00673,Cardiac,East,83968.7,2798.96,45.71,0.53,8765,1495.64,6529.19,26121.89,90497.89,81732.89,REORDER NOW,7,95%
DRG00538,Vaccine,South,80392.63,2679.75,47.63,0.54,5074,1451.57,6336.84,25095.11,86729.46,81655.46,REORDER NOW,7,95%
DRG00246,Painkiller,North,80405.52,2680.18,43.84,0.56,5329,1488.53,6498.16,25259.44,86903.67,81574.67,REORDER NOW,7,95%
DRG00331,Antibiotic,North,80238.18,2674.61,47.27,0.58,5850,1556.47,6794.76,25517.0,87032.94,81182.94,REORDER NOW,7,95%
DRG00783,Cardiac,South,77864.69,2595.49,42.17,0.53,2738,1386.91,6054.56,24222.98,83919.24,81181.24,REORDER NOW,7,95%
DRG00254,Antibiotic,South,75377.59,2512.59,44.81,0.58,660,1462.18,6383.15,23971.25,81760.74,81100.74,REORDER NOW,7,95%
DRG00821,Vaccine,North,78634.45,2621.15,46.17,0.54,3788,1419.83,6198.25,24546.29,84832.7,81044.7,REORDER NOW,7,95%
DRG00418,Diabetes,East,77512.81,2583.76,45.23,0.6,3306,1558.56,6803.88,24890.2,84316.69,81010.69,REORDER NOW,7,95%
DRG00163,Diabetes,South,80622.21,2687.41,46.79,0.6,6754,1621.08,7076.81,25888.66,87699.02,80945.02,REORDER NOW,7,95%
DRG00725,Diabetes,North,76930.66,2564.36,44.26,0.6,2855,1546.85,6752.78,24703.26,83683.43,80828.43,REORDER NOW,7,95%
DRG00123,Vaccine,South,79365.05,2645.5,47.02,0.54,4807,1433.02,6255.84,24774.35,85620.89,80813.89,REORDER NOW,7,95%
DRG00343,Antibiotic,North,81265.72,2708.86,47.88,0.58,8089,1576.4,6881.77,25843.77,88147.48,80058.48,REORDER NOW,7,95%
DRG00490,Painkiller,North,81976.17,2732.54,44.7,0.56,8699,1517.61,6625.09,25752.87,88601.27,79902.27,REORDER NOW,7,95%
DRG00579,Cardiac,North,75897.22,2529.91,40.77,0.53,2397,1351.87,5901.57,23610.92,81798.79,79401.79,REORDER NOW,7,95%
DRG00488,Cardiac,South,82636.84,2754.56,44.75,0.53,9947,1471.91,6425.63,25707.56,89062.47,79115.47,REORDER NOW,7,95%
DRG00368,Diabetes,West,77564.48,2585.48,46.97,0.6,5460,1559.6,6808.41,24906.79,84372.89,78912.89,REORDER NOW,7,95%
DRG00843,Diabetes,West,73725.55,2457.52,44.65,0.6,1303,1482.41,6471.44,23674.07,80196.99,78893.99,REORDER NOW,7,95%
DRG00077,Cardiac,South,76082.68,2536.09,41.2,0.53,3308,1355.17,5915.99,23668.62,81998.67,78690.67,REORDER NOW,7,95%
DRG00962,Painkiller,South,80077.87,2669.26,44.03,0.56,8228,1482.46,6471.68,25156.51,86549.55,78321.55,REORDER NOW,7,95%
DRG00509,Diabetes,South,81015.05,2700.5,47.02,0.6,9822,1628.98,7111.3,26014.81,88126.34,78304.34,REORDER NOW,7,95%
DRG00714,Painkiller,West,78529.35,2617.65,44.96,0.56,6710,1453.8,6346.53,24670.04,84875.88,78165.88,REORDER NOW,7,95%
DRG00320,Vaccine,South,80181.07,2672.7,47.5,0.54,8392,1447.75,6320.16,25029.08,86501.23,78109.23,REORDER NOW,7,95%
DRG00741,Painkiller,West,78559.57,2618.65,44.97,0.56,6829,1454.35,6348.97,24679.54,84908.54,78079.54,REORDER NOW,7,95%
DRG00321,Vaccine,East,76920.19,2564.01,45.83,0.54,4942,1388.88,6063.13,24011.17,82983.32,78041.32,REORDER NOW,7,95%
DRG00708,Diabetes,North,79770.99,2659.03,45.89,0.6,8750,1603.97,7002.1,25615.33,86773.08,78023.08,REORDER NOW,7,95%
DRG00076,Cardiac,East,79468.22,2648.94,43.26,0.53,7688,1415.48,6179.24,24721.83,85647.47,77959.47,REORDER NOW,7,95%
DRG00401,Diabetes,North,71944.97,2398.17,41.39,0.6,635,1446.61,6315.15,23102.31,78260.12,77625.12,REORDER NOW,7,95%
DRG00548,Diabetes,West,76022.86,2534.1,46.04,0.6,5396,1528.6,6673.09,24411.76,82695.95,77299.95,REORDER NOW,7,95%
DRG00800,Antibiotic,East,78191.64,2606.39,46.75,0.58,7536,1516.77,6621.45,24866.17,84813.09,77277.09,REORDER NOW,7,95%
DRG00082,Vaccine,West,74040.04,2468.0,45.81,0.54,2644,1336.87,5836.1,23112.11,79876.14,77232.14,REORDER NOW,7,95%
DRG00278,Painkiller,South,78658.16,2621.94,43.25,0.56,7859,1456.18,6356.94,24710.51,85015.1,77156.1,REORDER NOW,7,95%
DRG00033,Antibiotic,South,75861.16,2528.71,45.1,0.58,5362,1471.56,6424.1,24125.04,82285.26,76923.26,REORDER NOW,7,95%
DRG00877,Cardiac,East,77988.2,2599.61,42.45,0.53,7192,1389.11,6064.16,24261.41,84052.36,76860.36,REORDER NOW,7,95%
DRG00745,Cardiac,East,74424.06,2480.8,40.51,0.53,3554,1325.63,5787.02,23152.64,80211.08,76657.08,REORDER NOW,7,95%
DRG00095,Antibiotic,North,74193.88,2473.13,43.71,0.58,4263,1439.22,6282.91,23594.81,80476.78,76213.78,REORDER NOW,7,95%
DRG00429,Cardiac,West,72810.47,2427.02,41.03,0.53,2268,1296.89,5661.55,22650.66,78472.03,76204.03,REORDER NOW,7,95%
DRG00406,Vaccine,North,76821.21,2560.71,45.1,0.54,7046,1387.09,6055.32,23980.27,82876.53,75830.53,REORDER NOW,7,95%
DRG00814,Diabetes,South,72070.46,2402.35,41.83,0.6,2665,1449.13,6326.16,23142.6,78396.62,75731.62,REORDER NOW,7,95%
DRG00243,Vaccine,East,77796.69,2593.22,46.35,0.54,8219,1404.7,6132.21,24284.77,83928.9,75709.9,REORDER NOW,7,95%
DRG00104,Antibiotic,West,72107.17,2403.57,44.78,0.58,2943,1398.74,6106.2,22931.21,78213.37,75270.37,REORDER NOW,7,95%
DRG00568,Vaccine,West,76549.36,2551.65,47.37,0.54,7452,1382.18,6033.89,23895.41,82583.25,75131.25,REORDER NOW,7,95%
DRG00249,Antibiotic,North,76641.82,2554.73,45.15,0.58,8112,1486.71,6490.21,24373.3,83132.03,75020.03,REORDER NOW,7,95%
DRG00122,Vaccine,West,74553.99,2485.13,46.13,0.54,5939,1346.15,5876.61,23272.54,80430.61,74491.61,REORDER NOW,7,95%
DRG00413,Antibiotic,South,72657.46,2421.92,43.2,0.58,4460,1409.42,6152.8,23106.21,78810.27,74350.27,REORDER NOW,7,95%
DRG00927,Antibiotic,West,77156.18,2571.87,47.92,0.58,9680,1496.69,6533.76,24536.87,83689.94,74009.94,REORDER NOW,7,95%
DRG00012,Antibiotic,South,76616.75,2553.89,45.55,0.58,9253,1486.22,6488.08,24365.33,83104.84,73851.84,REORDER NOW,7,95%
DRG00794,Cardiac,West,71179.03,2372.63,40.11,0.53,3121,1267.83,5534.7,22143.14,76713.73,73592.73,REORDER NOW,7,95%
DRG00044,Vaccine,East,74502.27,2483.41,44.39,0.54,7339,1345.22,5872.54,23256.4,80374.8,73035.8,REORDER NOW,7,95%
DRG00479,Cardiac,North,69796.45,2326.55,37.49,0.53,2249,1243.2,5427.19,21713.03,75223.64,72974.64,REORDER NOW,7,95%
DRG00881,Painkiller,North,72371.01,2412.37,39.46,0.56,5372,1339.79,5848.83,22735.4,78219.84,72847.84,REORDER NOW,7,95%
DRG00888,Painkiller,North,74424.94,2480.83,40.58,0.56,7756,1377.81,6014.82,23380.64,80439.76,72683.76,REORDER NOW,7,95%
DRG00918,Antibiotic,South,73413.05,2447.1,43.65,0.58,7099,1424.08,6216.79,23346.5,79629.84,72530.84,REORDER NOW,7,95%
DRG00691,Vaccine,East,67822.75,2260.76,40.41,0.54,701,1224.61,5346.03,21171.34,73168.79,72467.79,REORDER NOW,7,95%
DRG00870,Diabetes,South,74699.44,2489.98,43.36,0.6,9162,1501.99,6556.93,23986.8,81256.37,72094.37,REORDER NOW,7,95%
DRG00210,Vaccine,North,71593.01,2386.43,42.03,0.54,5273,1292.69,5643.22,22348.25,77236.23,71963.23,REORDER NOW,7,95%
DRG00135,Antibiotic,West,71472.26,2382.41,44.39,0.58,5601,1386.43,6052.44,22729.3,77524.7,71923.7,REORDER NOW,7,95%
DRG00146,Diabetes,North,66898.85,2229.96,38.49,0.6,899,1345.14,5872.21,21481.94,72771.06,71872.06,REORDER NOW,7,95%
DRG00383,Cardiac,North,68346.76,2278.23,36.71,0.53,1827,1217.38,5314.47,21262.05,73661.23,71834.23,REORDER NOW,7,95%
DRG00405,Vaccine,East,70845.16,2361.51,42.21,0.54,4613,1279.19,5584.27,22114.81,76429.43,71816.43,REORDER NOW,7,95%
DRG00231,Painkiller,West,73574.06,2452.47,42.12,0.56,7810,1362.06,5946.06,23113.34,79520.11,71710.11,REORDER NOW,7,95%
DRG00101,Antibiotic,South,67610.13,2253.67,40.2,0.58,1862,1311.51,5725.38,21501.08,73335.51,71473.51,REORDER NOW,7,95%
DRG00613,Painkiller,East,72136.09,2404.54,39.87,0.56,7095,1335.44,5829.84,22661.6,77965.93,70870.93,REORDER NOW,7,95%
DRG00600,Cardiac,East,66993.73,2233.12,36.47,0.53,1448,1193.28,5209.26,20841.13,72202.99,70754.99,REORDER NOW,7,95%
DRG00037,Vaccine,East,72114.57,2403.82,42.96,0.54,7121,1302.11,5684.33,22511.06,77798.9,70677.9,REORDER NOW,7,95%
DRG00215,Vaccine,South,74287.62,2476.25,44.01,0.54,9615,1341.34,5855.62,23189.4,80143.24,70528.24,REORDER NOW,7,95%
DRG00754,Vaccine,West,70351.64,2345.05,43.53,0.54,5407,1270.27,5545.37,21960.75,75897.01,70490.01,REORDER NOW,7,95%
DRG00958,Vaccine,East,66130.21,2204.34,39.4,0.54,924,1194.05,5212.62,20643.0,71342.83,70418.83,REORDER NOW,7,95%
DRG00130,Vaccine,East,73051.51,2435.05,43.52,0.54,8683,1319.02,5758.18,22803.54,78809.7,70126.7,REORDER NOW,7,95%
DRG00653,Painkiller,South,71620.01,2387.33,39.38,0.56,7293,1325.88,5788.13,22499.47,77408.14,70115.14,REORDER NOW,7,95%
DRG00883,Cardiac,East,67205.17,2240.17,36.58,0.53,2333,1197.05,5225.7,20906.91,72430.87,70097.87,REORDER NOW,7,95%
DRG00778,Vaccine,East,72960.84,2432.03,43.47,0.54,8667,1317.39,5751.04,22775.23,78711.88,70044.88,REORDER NOW,7,95%
DRG00512,Cardiac,West,69849.71,2328.32,39.36,0.53,5529,1244.15,5431.33,21729.6,75281.05,69752.05,REORDER NOW,7,95%
DRG00450,Cardiac,West,72840.68,2428.02,41.04,0.53,9050,1297.43,5663.9,22660.06,78504.59,69454.59,REORDER NOW,7,95%
DRG00463,Painkiller,South,70200.29,2340.01,38.6,0.56,6526,1299.6,5673.4,22053.47,75873.69,69347.69,REORDER NOW,7,95%
DRG00314,Painkiller,North,66299.82,2209.99,36.15,0.56,2358,1227.39,5358.17,20828.13,71657.99,69299.99,REORDER NOW,7,95%
DRG00360,Diabetes,West,69070.47,2302.35,41.83,0.6,6387,1388.81,6062.83,22179.27,75133.3,68746.3,REORDER NOW,7,95%
DRG00289,Vaccine,South,65009.23,2166.97,38.52,0.54,1517,1173.81,5124.26,20293.08,70133.49,68616.49,REORDER NOW,7,95%
DRG00983,Cardiac,East,69983.99,2332.8,38.09,0.53,6836,1246.54,5441.77,21771.37,75425.76,68589.76,REORDER NOW,7,95%
DRG00102,Vaccine,East,64165.65,2138.85,38.23,0.54,1425,1158.58,5057.77,20029.75,69223.41,67798.41,REORDER NOW,7,95%
DRG00660,Vaccine,East,67822.75,2260.76,40.41,0.54,5439,1224.61,5346.03,21171.34,73168.79,67729.79,REORDER NOW,7,95%
DRG00258,Antibiotic,South,70541.81,2351.39,41.94,0.58,8918,1368.38,5973.64,22433.4,76515.46,67597.46,REORDER NOW,7,95%
DRG00771,Antibiotic,West,68207.03,2273.57,42.36,0.58,6438,1323.09,5775.93,21690.9,73982.96,67544.96,REORDER NOW,7,95%
DRG00746,Painkiller,West,71187.05,2372.9,40.75,0.56,9477,1317.87,5753.14,22363.46,76940.2,67463.2,REORDER NOW,7,95%
DRG00287,Vaccine,North,65095.55,2169.85,38.22,0.54,2821,1175.37,5131.06,20320.02,70226.61,67405.61,REORDER NOW,7,95%
DRG00502,Antibiotic,South,65766.49,2192.22,39.1,0.58,4034,1275.75,5569.26,20914.77,71335.75,67301.75,REORDER NOW,7,95%
DRG00303,Painkiller,East,63013.35,2100.45,34.83,0.56,920,1166.55,5092.57,19795.68,68105.92,67185.92,REORDER NOW,7,95%
DRG00346,Painkiller,East,70716.33,2357.21,39.09,0.56,9567,1309.15,5715.1,22215.58,76431.43,66864.43,REORDER NOW,7,95%
DRG00342,Cardiac,North,66866.87,2228.9,35.92,0.53,5246,1191.02,5199.4,20801.67,72066.27,66820.27,REORDER NOW,7,95%
DRG00024,Diabetes,South,63065.43,2102.18,36.6,0.6,1869,1268.06,5535.72,20250.99,68601.15,66732.15,REORDER NOW,7,95%
DRG00764,Diabetes,North,65901.71,2196.72,37.91,0.6,4970,1325.09,5784.69,21161.75,71686.4,66716.4,REORDER NOW,7,95%
DRG00236,Painkiller,South,66424.46,2214.15,36.53,0.56,5268,1229.7,5368.24,20867.29,71792.7,66524.7,REORDER NOW,7,95%
DRG00395,Vaccine,South,67668.83,2255.63,40.09,0.54,6562,1221.83,5333.9,21123.29,73002.73,66440.73,REORDER NOW,7,95%
DRG00005,Cardiac,South,65300.02,2176.67,35.36,0.53,3966,1163.11,5077.56,20314.23,70377.58,66411.58,REORDER NOW,7,95%
DRG00090,Painkiller,East,64493.53,2149.78,35.65,0.56,3341,1193.95,5212.19,20260.68,69705.72,66364.72,REORDER NOW,7,95%
DRG00161,Cardiac,North,63031.24,2101.04,33.86,0.53,2035,1122.7,4901.15,19608.44,67932.38,65897.38,REORDER NOW,7,95%
DRG00397,Antibiotic,North,68421.56,2280.72,40.31,0.58,8452,1327.25,5794.1,21759.13,74215.66,65763.66,REORDER NOW,7,95%
DRG00724,Antibiotic,East,64227.77,2140.93,38.4,0.58,3937,1245.9,5438.96,20425.44,69666.72,65729.72,REORDER NOW,7,95%
DRG00091,Diabetes,West,62480.81,2082.69,37.84,0.6,2370,1256.31,5484.41,20063.26,67965.22,65595.22,REORDER NOW,7,95%
DRG00547,Vaccine,East,65404.83,2180.16,38.97,0.54,4990,1180.95,5155.44,20416.57,70560.27,65570.27,REORDER NOW,7,95%
DRG00931,Vaccine,North,65669.74,2188.99,38.56,0.54,5309,1185.74,5176.32,20499.26,70846.06,65537.06,REORDER NOW,7,95%
DRG00208,Cardiac,South,67474.68,2249.16,36.54,0.53,7252,1201.85,5246.66,20990.75,72721.33,65469.33,REORDER NOW,7,95%
DRG00158,Cardiac,North,69947.46,2331.58,37.57,0.53,9964,1245.89,5438.93,21760.01,75386.39,65422.39,REORDER NOW,7,95%
DRG00774,Antibiotic,South,62955.7,2098.52,37.43,0.58,2895,1221.22,5331.23,20020.9,68286.93,65391.93,REORDER NOW,7,95%
DRG00067,Vaccine,East,69273.51,2309.12,41.27,0.54,9439,1250.81,5460.39,21624.21,74733.9,65294.9,REORDER NOW,7,95%
DRG00712,Diabetes,East,60922.35,2030.75,35.55,0.6,997,1224.97,5347.61,19562.83,66269.96,65272.96,REORDER NOW,7,95%
DRG00762,Painkiller,East,64372.7,2145.76,35.58,0.56,4325,1191.72,5202.43,20222.72,69575.13,65250.13,REORDER NOW,7,95%
DRG00676,Cardiac,South,62944.15,2098.14,34.09,0.53,2702,1121.15,4894.37,19581.34,67838.52,65136.52,REORDER NOW,7,95%
DRG00337,Antibiotic,South,63681.06,2122.7,37.86,0.58,3958,1235.29,5392.66,20251.58,69073.72,65115.72,REORDER NOW,7,95%
DRG00630,Cardiac,West,61813.37,2060.45,34.83,0.53,1620,1101.01,4806.45,19229.57,66619.82,64999.82,REORDER NOW,7,95%
DRG00299,Diabetes,North,62517.49,2083.92,35.97,0.6,3197,1257.05,5487.63,20075.04,68005.12,64808.12,REORDER NOW,7,95%
